id_item,id_pedido,id_produto,quantidade,preco_unitario
1086,492,71,1,2501.52
1087,493,88,1,2438.35
1088,493,43,1,2749.53
1089,493,80,3,955.74
1090,493,18,2,2679.8
1091,494,4,1,3272.86
1092,494,59,2,3459.8
1093,494,57,1,3139.81
1094,495,81,2,1532.57
1095,495,26,2,1862.27
1096,496,69,2,2319.04
1097,496,16,2,137.61
1098,496,78,1,1459.96
1099,496,21,2,1779.85
1100,496,60,1,1762.66
1101,497,58,1,2649.42
1102,498,12,2,2786.41
1103,498,35,1,1986.11
1104,498,47,2,3108.59
1105,498,43,1,2749.53
1106,498,88,1,2438.35
1107,499,54,1,1405.97
1108,500,72,2,556.59
1109,501,10,1,3383.35
1110,501,66,-1,3474.1
1111,501,75,4,672.02
1112,502,89,1,1328.57
1113,503,90,3,3263.49
1114,504,90,1,3263.49
1115,504,72,1,556.59
1116,504,12,1,2786.41
1117,505,6,3,1167.83
1118,505,64,1,1400.43
1119,506,9,1,915.4
1120,506,65,3,123.0
1121,506,22,2,2169.97
1122,506,58,2,2649.42
1123,507,3,2,527.71
1124,507,65,4,123.0
1125,507,19,2,2951.96
1126,507,73,1,1375.78
1127,507,71,1,2501.52
1128,508,56,2,2924.48
1129,508,15,1,2253.4
1130,508,23,1,2165.39
1131,509,8,2,2297.94
1132,510,38,1,3006.5
1133,510,40,1,1943.3
1134,510,39,2,345.28
1135,511,69,1,2319.04
1136,511,1,1,1309.95
1137,511,11,2,1727.17
1138,512,83,1,2165.91
1139,513,36,1,805.88
1140,513,2,1,1977.49
1141,514,55,2,585.23
1142,515,55,1,585.23
1143,516,52,1,3365.81
1144,517,75,2,672.02
1145,517,63,1,2696.04
1146,517,54,1,1405.97
1147,518,52,3,3365.81
1148,519,40,1,1943.3
1149,519,58,4,2649.42
1150,520,66,2,3474.1
1151,520,84,1,3321.81
1152,521,79,4,2010.32
1153,521,69,2,2319.04
1154,522,28,4,2849.69
1155,522,84,1,3321.81
1156,522,74,1,1567.58
1157,522,56,3,2924.48
1158,522,23,1,2165.39
1159,523,82,2,895.82
1160,523,83,3,2165.91
1161,524,47,2,3108.59
1162,525,70,2,2172.68
1163,525,64,2,1400.43
1164,526,26,1,1862.27
1165,527,30,2,392.32
1166,528,17,1,3309.15
1167,529,90,4,3263.49
1168,530,9,3,915.4
1169,530,44,2,3005.6
1170,530,90,1,3263.49
1171,530,34,1,1318.12
1172,531,88,2,2438.35
1173,532,62,1,2938.49
1174,532,89,1,1328.57
1175,533,2,1,1977.49
1176,534,28,1,2849.69
1177,535,61,1,206.76
1178,535,84,1,3321.81
1179,535,14,3,3210.71
1180,535,86,1,1065.41
1181,535,38,2,3006.5
1182,536,1,1,1309.95
1183,536,11,-1,1727.17
1184,537,62,2,2938.49
1185,537,80,2,955.74
1186,537,48,1,181.94
1187,537,68,1,1522.73
1188,537,21,1,1779.85
1189,538,10,2,3383.35
1190,539,13,1,2526.59
1191,539,2,1,1977.49
1192,539,7,4,2920.0
1193,539,70,1,2172.68
1194,540,6,1,1167.83
1195,541,83,1,2165.91
1196,541,10,1,3383.35
1197,541,82,2,895.82
1198,541,30,3,392.32
1199,542,1,1,1309.95
1200,542,39,2,345.28
1201,543,9,3,915.4
1202,544,10,1,3383.35
1203,544,84,1,3321.81
1204,545,12,1,2786.41
1205,545,68,1,1522.73
1206,545,35,1,1986.11
1207,545,23,1,2165.39
1208,545,75,1,672.02
1209,546,13,1,2526.59
1210,547,86,1,1065.41
1211,547,57,3,3139.81
1212,547,53,1,2637.75
1213,548,36,3,805.88
1214,549,44,1,3005.6
1215,550,76,1,379.36
1216,551,82,2,895.82
1217,551,55,2,585.23
1218,551,57,1,3139.81
1219,552,40,4,1943.3
1220,552,87,2,1113.26
1221,553,22,2,2169.97
1222,553,84,3,3321.81
1223,554,31,1,538.06
1224,554,35,1,1986.11
1225,555,3,1,527.71
1226,556,62,1,2938.49
1227,556,69,1,2319.04
1228,556,6,1,1167.83
1229,557,85,1,1551.88
1230,558,41,1,52.79
1231,558,33,1,950.19
1232,558,11,1,1727.17
1233,558,12,1,2786.41
1234,559,58,1,2649.42
1235,560,5,2,1473.07
1236,560,42,1,1759.41
1237,560,65,1,123.0
1238,561,39,2,345.28
1239,561,53,2,2637.75
1240,562,18,1,2679.8
1241,562,88,1,2438.35
1242,562,30,2,392.32
1243,563,60,2,1762.66
1244,563,69,1,2319.04
1245,564,80,1,955.74
1246,564,55,1,585.23
1247,564,1,2,1309.95
1248,565,78,1,1459.96
1249,565,64,1,1400.43
1250,566,57,1,3139.81
1251,567,74,3,1567.58
1252,568,2,2,1977.49
1253,569,82,4,895.82
1254,569,16,2,137.61
1255,570,84,1,3321.81
1256,571,54,1,1405.97
1257,571,79,2,2010.32
1258,571,66,1,3474.1
1259,571,83,2,2165.91
1260,571,53,1,2637.75
1261,572,47,4,3108.59
1262,572,37,1,2970.48
1263,572,39,2,345.28
1264,572,87,3,1113.26
1265,572,82,1,895.82
1266,573,83,2,2165.91
1267,573,56,1,2924.48
1268,573,51,1,3252.01
1269,574,83,1,2165.91
1270,574,54,1,1405.97
1271,574,21,1,1779.85
1272,574,16,1,137.61
1273,575,4,1,3272.86
1274,575,64,2,1400.43
1275,576,52,2,3365.81
1276,577,54,4,1405.97
1277,578,88,4,2438.35
1278,579,51,1,3252.01
1279,579,74,1,1567.58
1280,580,47,1,3108.59
1281,581,53,1,2637.75
1282,581,32,1,1851.97
1283,581,13,2,2526.59
1284,581,46,3,755.63
1285,581,66,1,3474.1
1286,582,58,1,2649.42
1287,582,81,1,1532.57
1288,582,32,1,1851.97
1289,582,61,1,206.76
1290,583,1,2,1309.95
1291,583,54,1,1405.97
1292,584,67,1,1258.12
1293,584,12,1,2786.41
1294,585,84,1,3321.81
1295,586,19,2,2951.96
1296,586,84,1,3321.81
1297,586,68,1,1522.73
1298,586,32,3,1851.97
1299,587,57,2,3139.81
1300,587,65,1,123.0
1301,587,55,1,585.23
1302,588,75,3,672.02
1303,589,28,1,2849.69
1304,590,85,1,1551.88
1305,591,18,1,2679.8
1306,592,74,-1,1567.58
1307,592,21,1,1779.85
1308,593,49,3,3240.94
1309,593,17,1,3309.15
1310,593,56,2,2924.48
1311,593,8,4,2297.94
1312,594,41,1,52.79
1313,594,36,4,805.88
1314,594,32,1,1851.97
1315,594,21,1,1779.85
1316,595,71,4,2501.52
1317,595,5,1,1473.07
1318,596,53,1,2637.75
1319,597,23,1,2165.39
1320,597,86,2,1065.41
1321,598,43,1,2749.53
1322,598,7,1,2920.0
1323,599,53,1,2637.75
1324,599,71,1,2501.52
1325,599,23,2,2165.39
1326,600,36,2,805.88
1327,600,58,2,2649.42
1328,600,29,1,2825.36
1329,600,72,1,556.59
1330,601,39,1,345.28
1331,601,46,1,755.63
1332,602,80,2,955.74
1333,602,69,1,2319.04
1334,602,76,1,379.36
1335,603,86,2,1065.41
1336,603,46,1,755.63
1337,604,60,2,1762.66
1338,605,33,4,950.19
1339,606,22,2,2169.97
1340,607,14,1,3210.71
1341,608,1,2,1309.95
1342,609,22,2,2169.97
1343,609,18,2,2679.8
1344,609,29,1,2825.36
1345,610,66,2,3474.1
1346,611,74,1,1567.58
1347,611,19,1,2951.96
1348,611,17,1,3309.15
1349,612,7,2,2920.0
1350,612,56,1,2924.48
1351,613,44,2,3005.6
1352,613,66,1,3474.1
1353,614,47,1,3108.59
1354,615,56,3,2924.48
1355,615,29,4,2825.36
1356,616,16,1,137.61
1357,617,56,1,2924.48
1358,617,58,1,2649.42
1359,618,59,1,3459.8
1360,618,40,3,1943.3
1361,618,48,2,181.94
1362,619,26,1,1862.27
1363,620,74,1,1567.58
1364,621,42,1,1759.41
1365,621,8,1,2297.94
1366,621,52,3,3365.81
1367,621,10,1,3383.35
1368,622,42,1,1759.41
1369,622,1,1,1309.95
1370,623,34,2,1318.12
1371,624,3,4,527.71
1372,625,39,1,345.28
1373,626,6,2,1167.83
1374,627,75,1,672.02
1375,627,33,3,950.19
1376,628,2,2,1977.49
1377,628,81,1,1532.57
1378,628,62,2,2938.49
1379,629,39,1,345.28
1380,630,56,2,2924.48
1381,631,66,2,3474.1
1382,631,31,4,538.06
1383,631,52,1,3365.81
1384,631,55,2,585.23
1385,632,49,2,3240.94
1386,632,81,2,1532.57
1387,632,87,1,1113.26
1388,633,6,1,1167.83
1389,633,34,4,1318.12
1390,633,12,1,2786.41
1391,634,44,1,3005.6
1392,635,65,1,123.0
1393,635,67,1,1258.12
1394,636,72,3,556.59
1395,637,71,1,2501.52
1396,638,73,2,1375.78
1397,638,57,1,3139.81
1398,638,72,2,556.59
1399,639,53,2,2637.75
1400,639,77,1,2101.09
1401,639,55,1,585.23
1402,640,63,1,2696.04
1403,640,29,1,2825.36
1404,640,1,3,1309.95
1405,640,56,1,2924.48
1406,641,71,1,2501.52
1407,641,21,1,1779.85
1408,642,86,1,1065.41
1409,643,65,2,123.0
1410,644,71,1,2501.52
1411,644,81,1,1532.57
1412,645,61,1,206.76
1413,646,64,2,1400.43
1414,646,8,2,2297.94
1415,647,10,1,3383.35
1416,647,87,1,1113.26
1417,647,63,4,2696.04
1418,648,6,2,1167.83
1419,648,64,1,1400.43
1420,649,78,1,1459.96
1421,649,81,2,1532.57
1422,650,77,1,2101.09
1423,650,31,1,538.06
1424,651,68,1,1522.73
1425,651,58,1,2649.42
1426,651,11,2,1727.17
1427,651,21,2,1779.85
1428,651,35,1,1986.11
1429,652,79,2,2010.32
1430,653,13,2,2526.59
1431,653,72,3,556.59
1432,653,18,2,2679.8
1433,653,4,1,3272.86
1434,654,68,2,1522.73
1435,655,34,1,1318.12
1436,655,33,2,950.19
1437,656,65,1,123.0
1438,656,6,1,1167.83
1439,657,73,4,1375.78
1440,657,33,1,950.19
1441,658,13,2,2526.59
1442,659,48,1,181.94
1443,660,5,1,1473.07
1444,660,52,1,3365.81
1445,661,40,1,1943.3
1446,661,38,1,3006.5
1447,662,68,4,1522.73
1448,663,34,3,1318.12
1449,663,89,1,1328.57
1450,663,47,1,3108.59
1451,664,5,2,1473.07
1452,664,81,1,1532.57
1453,665,43,2,2749.53
1454,666,38,4,3006.5
1455,666,59,1,3459.8
1456,667,61,2,206.76
1457,667,43,1,2749.53
1458,668,70,1,2172.68
1459,669,70,1,2172.68
1460,669,53,2,2637.75
1461,670,14,1,3210.71
1462,670,72,2,556.59
1463,671,48,3,181.94
1464,671,78,2,1459.96
1465,671,54,1,1405.97
1466,672,54,2,1405.97
1467,672,9,1,915.4
1468,672,77,1,2101.09
1469,672,51,3,3252.01
1470,673,56,1,2924.48
1471,673,26,1,1862.27
1472,673,16,1,137.61
1473,674,85,1,1551.88
1474,674,15,1,2253.4
1475,674,61,1,206.76
1476,674,9,1,915.4
1477,674,63,2,2696.04
1478,675,43,1,2749.53
1479,675,40,2,1943.3
1480,675,68,1,1522.73
1481,676,17,1,3309.15
1482,677,88,4,2438.35
1483,677,35,1,1986.11
1484,678,4,2,3272.86
1485,678,80,1,955.74
1486,678,89,1,1328.57
1487,678,81,1,1532.57
1488,678,56,1,2924.48
1489,679,46,2,755.63
1490,680,5,1,1473.07
1491,680,18,1,2679.8
1492,680,17,1,3309.15
1493,681,61,1,206.76
1494,681,77,1,2101.09
1495,682,85,2,1551.88
1496,682,10,1,3383.35
1497,682,47,1,3108.59
1498,682,21,1,1779.85
1499,683,57,3,3139.81
1500,684,55,1,585.23
1501,684,7,1,2920.0
1502,684,15,1,2253.4
1503,684,77,1,2101.09
1504,685,52,2,3365.81
1505,685,81,1,1532.57
1506,686,6,1,1167.83
1507,687,26,2,1862.27
1508,688,31,3,538.06
1509,688,39,1,345.28
1510,688,41,1,52.79
1511,689,67,2,1258.12
1512,690,40,2,1943.3
1513,690,55,2,585.23
1514,690,11,1,1727.17
1515,690,54,2,1405.97
1516,691,46,1,755.63
1517,691,32,1,1851.97
1518,692,70,2,2172.68
1519,693,74,2,1567.58
1520,694,75,1,672.02
1521,694,68,1,1522.73
1522,694,36,1,805.88
1523,695,87,3,1113.26
1524,695,14,2,3210.71
1525,696,58,2,2649.42
1526,697,65,2,123.0
1527,698,19,1,2951.96
1528,698,61,1,206.76
1529,698,81,1,1532.57
1530,698,30,1,392.32
1531,699,71,1,2501.52
1532,700,3,2,527.71
1533,700,47,2,3108.59
1534,700,18,1,2679.8
1535,700,23,1,2165.39
1536,700,41,2,52.79
1537,701,58,1,2649.42
1538,701,61,1,206.76
1539,701,36,4,805.88
1540,701,31,4,538.06
1541,701,73,2,1375.78
1542,702,13,3,2526.59
1543,702,85,1,1551.88
1544,702,6,1,1167.83
1545,703,53,1,2637.75
1546,703,28,1,2849.69
1547,704,59,2,3459.8
1548,705,58,1,2649.42
1549,706,1,1,1309.95
1550,706,26,1,1862.27
1551,707,81,1,1532.57
1552,707,52,2,3365.81
1553,707,36,3,805.88
1554,708,87,1,1113.26
1555,708,53,1,2637.75
1556,709,26,4,1862.27
1557,710,79,1,2010.32
1558,710,9,4,915.4
1559,710,39,1,345.28
1560,711,60,1,1762.66
1561,711,43,1,2749.53
1562,711,14,1,3210.71
1563,711,39,1,345.28
1564,712,46,1,755.63
1565,712,34,2,1318.12
1566,713,80,2,955.74
1567,713,77,1,2101.09
1568,713,49,2,3240.94
1569,714,49,1,3240.94
1570,715,60,1,1762.66
1571,715,30,1,392.32
1572,715,87,1,1113.26
1573,716,80,1,955.74
1574,716,4,2,3272.86
1575,717,35,2,1986.11
1576,717,85,1,1551.88
1577,718,33,1,950.19
1578,718,71,2,2501.52
1579,719,36,1,805.88
1580,720,67,2,1258.12
1581,720,23,3,2165.39
1582,721,77,3,2101.09
1583,721,3,1,527.71
1584,721,78,1,1459.96
1585,722,82,1,895.82
1586,722,43,1,2749.53
1587,722,63,1,2696.04
1588,723,42,3,1759.41
1589,723,51,1,3252.01
1590,723,58,3,2649.42
1591,723,31,1,538.06
1592,724,80,1,955.74
1593,724,38,4,3006.5
1594,725,56,1,2924.48
1595,725,42,1,1759.41
1596,725,79,1,2010.32
1597,726,83,1,2165.91
1598,727,80,1,955.74
1599,728,39,1,345.28
1600,728,81,1,1532.57
1601,729,60,2,1762.66
1602,729,68,2,1522.73
1603,730,79,1,2010.32
1604,731,10,3,3383.35
1605,732,37,3,2970.48
1606,733,81,1,1532.57
1607,733,90,3,3263.49
1608,733,82,3,895.82
1609,733,11,1,1727.17
1610,733,4,3,3272.86
1611,734,10,1,3383.35
1612,734,86,2,1065.41
1613,734,84,1,3321.81
1614,734,6,1,1167.83
1615,734,36,3,805.88
1616,735,61,1,206.76
1617,736,82,1,895.82
1618,736,13,1,2526.59
1619,737,12,3,2786.41
1620,737,70,1,2172.68
1621,737,15,3,2253.4
1622,737,31,4,538.06
1623,738,22,1,2169.97
1624,738,73,1,1375.78
1625,738,78,3,1459.96
1626,738,90,1,3263.49
1627,739,84,1,3321.81
1628,739,32,1,1851.97
1629,739,62,1,2938.49
1630,740,11,1,1727.17
1631,740,5,1,1473.07
1632,740,88,1,2438.35
1633,741,21,1,1779.85
1634,742,11,1,1727.17
1635,742,48,2,181.94
1636,742,32,1,1851.97
1637,743,49,1,3240.94
1638,743,23,2,2165.39
1639,743,47,1,3108.59
1640,744,9,1,915.4
1641,744,66,1,3474.1
1642,744,81,3,1532.57
1643,745,83,4,2165.91
1644,745,33,1,950.19
1645,746,64,1,1400.43
1646,747,71,3,2501.52
1647,747,42,1,1759.41
1648,748,58,1,2649.42
1649,749,55,3,585.23
1650,750,90,3,3263.49
1651,751,55,1,585.23
1652,751,72,1,556.59
1653,751,89,-1,1328.57
1654,751,60,1,1762.66
1655,751,28,2,2849.69
1656,752,75,1,672.02
1657,752,19,1,2951.96
1658,753,22,1,2169.97
1659,753,18,1,2679.8
1660,753,34,1,1318.12
1661,753,19,3,2951.96
1662,754,43,1,2749.53
1663,754,5,2,1473.07
1664,755,34,2,1318.12
1665,755,54,1,1405.97
1666,755,14,3,3210.71
1667,756,63,1,2696.04
1668,756,19,1,2951.96
1669,756,23,1,2165.39
1670,756,89,3,1328.57
1671,756,74,1,1567.58
1672,757,35,1,1986.11
1673,757,4,3,3272.86
1674,758,48,1,181.94
1675,758,36,3,805.88
1676,759,13,1,2526.59
1677,759,90,2,3263.49
1678,759,38,3,3006.5
1679,760,72,2,556.59
1680,761,51,4,3252.01
1681,761,70,2,2172.68
1682,762,15,1,2253.4
1683,762,19,2,2951.96
1684,763,35,1,1986.11
1685,763,58,1,2649.42
1686,763,83,1,2165.91
1687,763,80,1,955.74
1688,763,2,1,1977.49
1689,764,1,1,1309.95
1690,764,60,1,1762.66
1691,764,84,1,3321.81
1692,764,62,1,2938.49
1693,765,60,1,1762.66
1694,765,65,1,123.0
1695,766,19,1,2951.96
1696,766,63,1,2696.04
1697,767,8,2,2297.94
1698,767,18,1,2679.8
1699,767,52,2,3365.81
1700,767,33,2,950.19
1701,768,70,1,2172.68
1702,768,28,1,2849.69
1703,769,37,0,2970.48
1704,769,26,1,1862.27
1705,769,32,1,1851.97
1706,770,57,2,3139.81
1707,771,81,1,1532.57
1708,771,4,1,3272.86
1709,772,64,1,1400.43
1710,773,86,1,1065.41
1711,773,49,1,3240.94
1712,773,83,2,2165.91
1713,774,6,1,1167.83
1714,774,40,2,1943.3
1715,775,63,1,2696.04
1716,775,22,1,2169.97
1717,776,59,1,3459.8
1718,777,35,1,1986.11
1719,777,82,2,895.82
1720,778,17,2,3309.15
1721,779,82,1,895.82
1722,779,22,0,2169.97
1723,779,71,1,2501.52
1724,779,6,1,1167.83
1725,780,86,1,1065.41
1726,781,8,2,2297.94
1727,782,13,1,2526.59
1728,783,40,1,1943.3
1729,783,70,4,2172.68
1730,783,9,2,915.4
1731,784,41,2,52.79
1732,785,11,2,1727.17
1733,785,56,2,2924.48
1734,785,90,1,3263.49
1735,786,36,1,805.88
1736,787,52,1,3365.81
1737,788,70,2,2172.68
1738,788,61,1,206.76
1739,788,60,2,1762.66
1740,789,80,1,955.74
1741,790,77,1,2101.09
1742,791,17,1,3309.15
1743,792,63,1,2696.04
1744,792,4,2,3272.86
1745,793,69,1,2319.04
1746,794,55,2,585.23
1747,794,88,1,2438.35
1748,794,73,1,1375.78
1749,794,41,2,52.79
1750,795,36,1,805.88
1751,795,65,3,123.0
1752,795,49,1,3240.94
1753,795,79,1,2010.32
1754,795,75,2,672.02
1755,796,68,2,1522.73
1756,797,77,2,2101.09
1757,797,30,1,392.32
1758,798,18,2,2679.8
1759,798,6,1,1167.83
1760,798,13,2,2526.59
1761,798,40,1,1943.3
1762,799,19,1,2951.96
1763,800,36,1,805.88
1764,801,56,2,2924.48
1765,802,42,1,1759.41
1766,802,82,2,895.82
1767,803,3,-1,527.71
1768,803,44,1,3005.6
1769,803,59,1,3459.8
1770,803,87,3,1113.26
1771,804,60,2,1762.66
1772,805,83,2,2165.91
1773,805,34,2,1318.12
1774,806,39,1,345.28
1775,806,18,1,2679.8
1776,806,10,0,3383.35
1777,807,66,3,3474.1
1778,807,77,2,2101.09
1779,807,1,3,1309.95
1780,807,41,3,52.79
1781,808,31,2,538.06
1782,808,34,1,1318.12
1783,809,29,2,2825.36
1784,809,63,1,2696.04
1785,809,89,2,1328.57
1786,810,63,1,2696.04
1787,810,2,1,1977.49
1788,811,15,1,2253.4
1789,812,7,1,2920.0
1790,812,73,1,1375.78
1791,812,42,4,1759.41
1792,813,64,2,1400.43
1793,814,76,1,379.36
1794,814,84,1,3321.81
1795,814,58,2,2649.42
1796,814,70,1,2172.68
1797,814,88,3,2438.35
1798,815,40,3,1943.3
1799,815,79,2,2010.32
1800,815,7,1,2920.0
1801,815,15,1,2253.4
1802,816,48,1,181.94
1803,817,89,3,1328.57
1804,817,8,1,2297.94
1805,817,76,2,379.36
1806,818,9,1,915.4
1807,819,56,3,2924.48
1808,820,29,1,2825.36
1809,820,73,1,1375.78
1810,820,88,1,2438.35
1811,820,90,1,3263.49
1812,821,73,1,1375.78
1813,821,46,2,755.63
1814,821,55,1,585.23
1815,821,41,2,52.79
1816,822,84,1,3321.81
1817,823,14,1,3210.71
1818,823,62,3,2938.49
1819,824,79,1,2010.32
1820,825,73,2,1375.78
1821,825,30,1,392.32
1822,826,48,1,181.94
1823,826,75,1,672.02
1824,826,31,1,538.06
1825,826,54,1,1405.97
1826,827,81,1,1532.57
1827,827,90,2,3263.49
1828,827,82,3,895.82
1829,827,72,1,556.59
1830,827,22,2,2169.97
1831,828,69,0,2319.04
1832,828,84,1,3321.81
1833,829,66,1,3474.1
1834,830,89,1,1328.57
1835,830,33,1,950.19
1836,831,73,1,1375.78
1837,832,76,1,379.36
1838,833,67,1,1258.12
1839,833,17,1,3309.15
1840,833,2,1,1977.49
1841,833,88,1,2438.35
1842,834,71,1,2501.52
1843,835,71,1,2501.52
1844,835,56,1,2924.48
1845,836,19,2,2951.96
1846,837,69,1,2319.04
1847,837,32,2,1851.97
1848,837,7,1,2920.0
1849,838,61,1,206.76
1850,838,16,2,137.61
1851,838,81,2,1532.57
1852,838,87,1,1113.26
1853,839,35,1,1986.11
1854,839,29,1,2825.36
1855,840,41,2,52.79
1856,840,18,4,2679.8
1857,840,55,2,585.23
1858,840,53,2,2637.75
1859,840,30,2,392.32
1860,841,68,1,1522.73
1861,841,36,1,805.88
1862,841,60,1,1762.66
1863,842,13,1,2526.59
1864,842,6,0,1167.83
1865,842,9,1,915.4
1866,843,38,2,3006.5
1867,844,31,1,538.06
1868,844,33,1,950.19
1869,844,46,2,755.63
1870,844,41,1,52.79
1871,845,71,4,2501.52
1872,845,59,1,3459.8
1873,846,12,1,2786.41
1874,846,70,1,2172.68
1875,846,18,1,2679.8
1876,846,59,3,3459.8
1877,847,42,2,1759.41
1878,847,1,2,1309.95
1879,847,6,1,1167.83
1880,848,55,2,585.23
1881,849,49,1,3240.94
1882,849,40,3,1943.3
1883,850,89,1,1328.57
1884,850,30,2,392.32
1885,850,35,1,1986.11
1886,851,8,1,2297.94
1887,852,82,1,895.82
1888,852,35,2,1986.11
1889,852,9,1,915.4
1890,853,34,2,1318.12
1891,853,48,1,181.94
1892,854,7,2,2920.0
1893,855,63,1,2696.04
1894,856,75,1,672.02
1895,856,89,1,1328.57
1896,857,9,3,915.4
1897,857,51,1,3252.01
1898,858,1,1,1309.95
1899,858,51,4,3252.01
1900,858,33,1,950.19
1901,859,85,1,1551.88
1902,860,42,1,1759.41
1903,860,18,1,2679.8
1904,861,67,2,1258.12
1905,861,59,1,3459.8
1906,862,13,1,2526.59
1907,862,72,3,556.59
1908,863,35,1,1986.11
1909,863,62,2,2938.49
1910,864,88,1,2438.35
1911,864,22,1,2169.97
1912,865,72,1,556.59
1913,865,2,1,1977.49
1914,866,77,3,2101.09
1915,867,1,2,1309.95
1916,867,66,1,3474.1
1917,867,42,2,1759.41
1918,867,81,1,1532.57
1919,867,35,2,1986.11
1920,868,29,1,2825.36
1921,868,78,1,1459.96
1922,869,42,1,1759.41
1923,869,16,1,137.61
1924,869,63,2,2696.04
1925,869,14,3,3210.71
1926,869,56,1,2924.48
1927,870,89,2,1328.57
1928,870,15,1,2253.4
1929,871,1,1,1309.95
1930,871,84,2,3321.81
1931,871,28,1,2849.69
1932,872,7,1,2920.0
1933,872,87,1,1113.26
1934,873,21,1,1779.85
1935,873,49,1,3240.94
1936,873,88,1,2438.35
1937,874,89,1,1328.57
1938,874,83,1,2165.91
1939,875,16,2,137.61
1940,876,70,2,2172.68
1941,877,56,1,2924.48
1942,877,90,1,3263.49
1943,877,61,1,206.76
1944,878,47,1,3108.59
1945,878,70,4,2172.68
1946,878,12,1,2786.41
1947,878,89,1,1328.57
1948,878,40,1,1943.3
1949,879,37,1,2970.48
1950,879,54,1,1405.97
1951,880,60,1,1762.66
1952,880,52,1,3365.81
1953,880,72,2,556.59
1954,880,30,2,392.32
1955,880,39,2,345.28
1956,881,57,1,3139.81
1957,881,43,1,2749.53
1958,882,67,3,1258.12
1959,882,1,1,1309.95
1960,883,85,2,1551.88
1961,883,78,1,1459.96
1962,883,32,2,1851.97
1963,884,5,1,1473.07
1964,884,52,4,3365.81
1965,884,4,1,3272.86
1966,884,44,1,3005.6
1967,885,40,3,1943.3
1968,885,26,2,1862.27
1969,886,69,2,2319.04
1970,886,19,1,2951.96
1971,887,1,1,1309.95
1972,887,35,1,1986.11
1973,888,17,1,3309.15
1974,888,88,1,2438.35
1975,889,49,1,3240.94
1976,890,34,2,1318.12
1977,891,13,1,2526.59
1978,892,23,1,2165.39
1979,893,62,2,2938.49
1980,894,7,1,2920.0
1981,895,51,1,3252.01
1982,895,42,2,1759.41
1983,896,87,1,1113.26
1984,896,11,1,1727.17
1985,896,81,1,1532.57
1986,897,65,1,123.0
1987,897,5,2,1473.07
1988,897,60,1,1762.66
1989,898,18,4,2679.8
1990,898,12,2,2786.41
1991,898,46,2,755.63
1992,898,67,1,1258.12
1993,898,54,1,1405.97
1994,899,90,1,3263.49
1995,899,63,1,2696.04
1996,899,57,2,3139.81
1997,899,22,1,2169.97
1998,899,2,3,1977.49
1999,900,8,1,2297.94
2000,900,44,2,3005.6
2001,900,48,1,181.94
2002,901,63,3,2696.04
2003,901,34,1,1318.12
2004,901,13,2,2526.59
2005,902,44,2,3005.6
2006,902,71,1,2501.52
2007,902,51,1,3252.01
2008,902,12,3,2786.41
2009,902,42,1,1759.41
2010,903,67,1,1258.12
2011,904,85,1,1551.88
2012,905,41,2,52.79
2013,906,30,1,392.32
2014,906,89,1,1328.57
2015,906,43,3,2749.53
2016,906,36,3,805.88
2017,907,89,1,1328.57
2018,907,14,2,3210.71
2019,908,56,2,2924.48
2020,908,49,1,3240.94
2021,909,85,1,1551.88
2022,910,86,1,1065.41
2023,911,10,1,3383.35
2024,911,47,1,3108.59
2025,912,79,2,2010.32
2026,912,72,1,556.59
2027,913,11,3,1727.17
2028,913,54,1,1405.97
2029,914,89,1,1328.57
2030,915,85,3,1551.88
2031,915,5,1,1473.07
2032,916,71,1,2501.52
2033,916,58,1,2649.42
2034,917,31,1,538.06
2035,917,39,2,345.28
2036,918,19,1,2951.96
2037,918,35,1,1986.11
2038,918,61,1,206.76
2039,919,46,1,755.63
2040,920,44,0,3005.6
2041,921,53,1,2637.75
2042,921,35,2,1986.11
2043,922,73,1,1375.78
2044,922,16,1,137.61
2045,922,88,2,2438.35
2046,923,36,2,805.88
2047,923,55,1,585.23
2048,924,28,1,2849.69
2049,924,6,1,1167.83
2050,925,67,3,1258.12
2051,926,53,3,2637.75
2052,927,84,1,3321.81
2053,927,47,1,3108.59
2054,928,81,2,1532.57
2055,928,11,1,1727.17
2056,928,86,2,1065.41
2057,928,38,1,3006.5
2058,929,61,1,206.76
2059,930,15,2,2253.4
2060,930,71,1,2501.52
2061,930,60,1,1762.66
2062,931,63,1,2696.04
2063,931,76,1,379.36
2064,931,33,2,950.19
2065,931,4,2,3272.86
2066,932,32,2,1851.97
2067,932,90,1,3263.49
2068,932,41,3,52.79
2069,933,1,1,1309.95
2070,933,42,2,1759.41
2071,933,15,1,2253.4
2072,934,34,1,1318.12
2073,935,60,1,1762.66
2074,936,75,4,672.02
2075,937,32,2,1851.97
2076,937,55,1,585.23
2077,937,77,1,2101.09
2078,937,78,2,1459.96
2079,938,51,2,3252.01
2080,938,80,3,955.74
2081,938,28,2,2849.69
2082,938,19,1,2951.96
2083,939,38,1,3006.5
2084,940,11,1,1727.17
2085,940,76,1,379.36
2086,941,75,1,672.02
2087,942,68,1,1522.73
2088,942,48,2,181.94
2089,942,64,1,1400.43
2090,943,8,1,2297.94
2091,943,46,1,755.63
2092,944,48,2,181.94
2093,944,60,1,1762.66
2094,944,52,3,3365.81
2095,944,73,1,1375.78
2096,945,46,4,755.63
2097,945,59,1,3459.8
2098,945,36,4,805.88
2099,945,13,1,2526.59
