id_pedido,id_cliente,data_pedido,status_pedido
861,121,2023-02-14,Em processamento
862,3,2024-09-08,Entregue
863,48,2024-11-17,Entregue
864,38,2023-12-23,Entregue
865,157,2023-03-11,Enviado
866,4,2024-06-25,Entregue
867,73,2024-07-04,Cancelado
868,26,2024-12-25,Em processamento
869,151,2023-07-09,Entregue
870,47,2024-03-10,Entregue
871,105,2023-11-18,Entregue
872,134,2023-05-20,Entregue
873,181,2023-02-11,Entregue
874,30,2024-01-30,Enviado
875,80,2024-03-30,Entregue
876,75,2024-03-14,Entregue
877,122,2024-11-26,Entregue
878,173,2024-02-10,Em processamento
879,174,2023-03-29,Entregue
880,103,2024-12-12,Entregue
881,44,2023-03-08,Entregue
882,87,2024-02-18,Entregue
883,186,2024-05-26,Em processamento
884,149,2024-08-30,Em processamento
885,103,2023-12-31,Enviado
886,104,2024-05-11,Entregue
887,117,2023-04-21,Entregue
888,128,2023-05-18,Cancelado
889,14,2023-12-01,Enviado
890,160,2024-11-07,Cancelado
891,127,2024-04-22,Em processamento
892,128,2024-05-17,Entregue
893,88,2023-05-02,Entregue
894,97,2023-02-03,Em processamento
895,78,2024-12-24,Entregue
896,35,2023-11-16,Entregue
897,29,2024-11-06,Entregue
898,147,2024-02-05,Enviado
899,97,2023-10-19,Entregue
900,152,2023-02-16,Entregue
901,90,2024-08-20,Enviado
902,88,2024-01-25,Entregue
903,92,2024-02-26,Em processamento
904,63,2023-09-11,Entregue
905,152,2023-04-28,Entregue
906,138,2023-11-30,Em processamento
907,109,2024-03-07,Em processamento
908,121,2024-08-25,Entregue
909,97,2024-08-07,Enviado
910,26,2024-05-15,Em processamento
911,53,2023-12-11,Cancelado
912,171,2023-12-14,Entregue
913,94,2024-03-22,Enviado
914,20,2024-07-02,Entregue
915,13,2023-11-01,Entregue
916,58,2024-08-15,Entregue
917,70,2023-08-03,Entregue
918,167,2023-11-06,Entregue
919,111,2024-11-10,Entregue
920,107,2024-02-16,Entregue
921,117,2024-11-18,Entregue
922,5,2024-04-23,Enviado
923,137,2024-10-03,Entregue
924,94,2024-04-18,Entregue
925,176,2023-11-04,Entregue
926,82,2024-02-27,Entregue
927,166,2023-06-14,Enviado
928,61,2024-02-20,Entregue
929,50,2023-01-29,Entregue
930,119,2024-05-12,Entregue
931,109,2023-07-26,Entregue
932,8,2023-02-26,Entregue
933,81,2024-09-08,Entregue
934,105,2023-04-03,Cancelado
935,36,2023-08-30,Cancelado
936,129,2023-05-04,Enviado
937,135,2023-04-03,Entregue
938,81,2023-08-12,Entregue
939,55,2023-10-09,Entregue
940,151,2023-04-26,Entregue
941,122,2024-11-30,Entregue
942,38,2024-09-12,Cancelado
943,170,2024-11-18,Enviado
944,99,2023-11-13,Em processamento
945,93,2024-12-02,Entregue
946,114,2024-02-02,Entregue
947,66,2023-11-05,Cancelado
948,61,2023-11-01,Entregue
949,113,2024-10-08,Cancelado
950,165,2024-05-18,Entregue
951,86,2024-12-16,Entregue
952,91,2024-10-18,Entregue
953,1,2024-02-15,Entregue
954,81,2024-08-12,Entregue
955,64,2023-11-24,Cancelado
956,35,2023-09-24,Enviado
957,84,2023-10-16,Entregue
958,95,2023-07-06,Entregue
959,147,2023-08-18,Entregue
960,143,2024-04-18,Em processamento
961,44,2023-02-20,Entregue
962,154,2023-09-24,Entregue
963,44,2024-08-03,Em processamento
964,135,2024-05-21,Em processamento
965,53,2023-09-30,Entregue
966,98,2023-05-14,Entregue
967,154,2023-07-13,Entregue
968,38,2023-01-30,Entregue
969,61,2024-09-24,Entregue
970,95,2024-04-14,Entregue
971,35,2023-11-28,Entregue
972,176,2024-12-26,Enviado
973,66,2023-03-16,Entregue
974,14,2023-02-16,Entregue
975,159,2024-01-26,Entregue
976,172,2024-01-15,Enviado
977,11,2024-08-17,Entregue
978,129,2024-04-24,Entregue
979,182,2024-06-27,Entregue
980,30,2023-11-17,Entregue
981,128,2024-03-16,Entregue
982,157,2023-11-20,Entregue
983,39,2024-11-04,Entregue
984,14,2023-07-13,Entregue
985,47,2024-03-22,Entregue
986,11,2024-03-28,Em processamento
987,144,2024-05-11,Entregue
988,185,2023-06-01,Entregue
989,53,2023-10-18,Entregue
990,131,2024-11-10,Enviado
991,2,2023-07-04,Entregue
992,64,2023-12-03,Em processamento
993,175,2023-05-05,Enviado
994,28,2023-11-28,Entregue
995,118,2024-12-25,Entregue
996,161,2023-01-06,Entregue
997,168,2023-11-29,Cancelado
998,146,2023-05-13,Entregue
999,165,2023-10-17,Entregue
1000,19,2024-01-26,Entregue
1001,46,2024-02-13,Entregue
1002,42,2024-10-31,Entregue
1003,126,2023-11-14,Enviado
1004,34,2024-05-16,Entregue
1005,122,2024-03-09,Entregue
1006,95,2024-09-20,Enviado
1007,110,2023-04-06,Entregue
1008,119,2024-11-23,Em processamento
1009,183,2024-06-21,Entregue
1010,112,2024-05-04,Entregue
1011,176,2023-11-04,Entregue
1012,110,2024-07-18,Entregue
1013,132,2024-02-27,Em processamento
1014,185,2023-12-30,Entregue
1015,129,2023-01-17,Em processamento
1016,119,2024-02-07,Entregue
1017,181,2023-11-01,Cancelado
1018,117,2024-11-17,Entregue
1019,88,2023-07-11,Entregue
1020,155,2023-04-19,Entregue
1021,2,2024-02-09,Entregue
1022,168,2024-05-03,Entregue
1023,169,2023-11-07,Enviado
1024,93,2024-12-08,Em processamento
1025,173,2023-03-31,Entregue
1026,49,2023-01-28,Em processamento
1027,38,2024-10-27,Enviado
1028,138,2023-07-15,Cancelado
1029,119,2023-01-23,Entregue
1030,180,2024-04-27,Entregue
1031,150,2023-09-06,Enviado
1032,101,2023-02-22,Entregue
1033,162,2024-12-31,Entregue
1034,127,2024-05-12,Cancelado
1035,157,2024-11-25,Entregue
1036,60,2024-07-20,Em processamento
1037,107,2024-04-29,Enviado
1038,166,2023-12-22,Entregue
1039,6,2023-06-15,Entregue
1040,121,2023-12-19,Entregue
1041,57,2024-11-03,Entregue
1042,186,2024-12-29,Entregue
1043,173,2023-05-13,Entregue
1044,52,2024-05-20,Entregue
1045,143,2024-05-30,Entregue
1046,87,2024-03-16,Entregue
1047,31,2024-07-29,Entregue
1048,88,2024-07-24,Entregue
1049,177,2023-04-15,Enviado
1050,11,2024-06-03,Enviado
1051,31,2024-12-26,Entregue
1052,128,2023-04-12,Entregue
1053,86,2023-05-22,Entregue
1054,113,2023-01-07,Entregue
1055,88,2023-03-29,Em processamento
1056,107,2023-09-09,Cancelado
1057,136,2024-01-06,Entregue
1058,114,2023-03-28,Entregue
1059,43,2024-03-20,Cancelado
1060,10,2024-11-07,Entregue
1061,148,2024-03-05,Em processamento
1062,180,2023-11-18,Entregue
1063,72,2024-12-15,Entregue
1064,167,2023-11-05,Entregue
1065,86,2023-05-10,Entregue
1066,73,2023-08-07,Enviado
1067,80,2024-06-17,Enviado
1068,41,2023-01-24,Entregue
1069,152,2023-09-22,Cancelado
1070,78,2024-01-17,Entregue
1071,91,2023-05-07,Em processamento
1072,32,2024-04-04,Cancelado
1073,2,2024-04-09,Entregue
1074,149,2024-09-01,Entregue
1075,73,2024-11-13,Em processamento
1076,147,2024-11-19,Entregue
1077,134,2023-09-11,Entregue
1078,150,2024-01-05,Entregue
1079,183,2023-03-25,Entregue
1080,34,2024-05-02,Entregue
1081,95,2024-11-24,Enviado
1082,144,2024-10-13,Entregue
1083,177,2023-05-28,Entregue
1084,183,2024-04-13,Em processamento
1085,132,2024-06-25,Entregue
1086,117,2024-04-29,Entregue
1087,144,2024-02-23,Entregue
1088,147,2023-10-24,Entregue
1089,31,2024-01-16,Entregue
1090,78,2023-05-27,Enviado
1091,108,2023-11-09,Entregue
1092,47,2024-05-15,Enviado
1093,90,2023-11-14,Entregue
1094,97,2024-09-12,Entregue
1095,130,2023-11-30,Enviado
1096,171,2024-09-30,Entregue
1097,102,2023-12-14,Em processamento
1098,114,2024-12-25,Em processamento
1099,32,2024-06-18,Entregue
1100,129,2023-01-20,Entregue
1101,47,2023-01-20,Entregue
1102,63,2024-08-16,Entregue
1103,156,2023-11-25,Entregue
1104,126,2023-01-24,Entregue
1105,107,2023-11-21,Entregue
1106,30,2023-10-20,Entregue
1107,23,2023-06-07,Entregue
1108,174,2023-06-23,Entregue
1109,47,2023-11-02,Entregue
1110,37,2023-09-22,Entregue
1111,14,2023-07-27,Enviado
1112,151,2024-05-31,Entregue
1113,69,2023-03-04,Enviado
1114,105,2023-01-20,Enviado
1115,173,2023-04-14,Enviado
1116,167,2023-05-09,Entregue
1117,115,2024-05-27,Entregue
1118,96,2024-07-22,Entregue
1119,119,2024-09-27,Entregue
1120,1,2024-05-08,Entregue
1121,175,2024-10-09,Entregue
1122,73,2023-02-16,Entregue
1123,145,2023-03-13,Entregue
1124,179,2024-03-18,Entregue
1125,82,2024-11-29,Enviado
1126,67,2024-12-25,Entregue
1127,170,2023-11-26,Entregue
1128,154,2023-12-03,Em processamento
1129,35,2024-12-14,Cancelado
1130,101,2024-07-05,Em processamento
1131,167,2024-11-18,Entregue
1132,91,2024-01-02,Cancelado
1133,179,2023-01-09,Entregue
1134,50,2024-03-31,Cancelado
1135,6,2024-12-27,Entregue
1136,158,2024-10-02,Em processamento
1137,57,2024-01-07,Entregue
1138,181,2024-12-24,Entregue
1139,51,2024-10-15,Entregue
1140,146,2024-05-27,Enviado
1141,50,2024-11-06,Em processamento
1142,175,2023-03-08,Enviado
1143,59,2023-10-08,Em processamento
1144,6,2024-12-10,Enviado
1145,65,2024-11-28,Entregue
1146,1,2024-10-27,Entregue
1147,111,2024-02-21,Em processamento
1148,133,2023-08-18,Entregue
1149,137,2024-04-04,Entregue
1150,50,2023-12-09,Enviado
1151,7,2023-09-13,Entregue
1152,80,2023-04-10,Entregue
1153,7,2023-09-11,Entregue
1154,88,2024-09-26,Entregue
1155,161,2023-02-04,Em processamento
1156,17,2023-05-11,Entregue
1157,15,2023-11-05,Entregue
1158,17,2024-07-26,Entregue
1159,103,2024-02-25,Enviado
1160,169,2024-09-30,Entregue
1161,119,2024-09-26,Em processamento
1162,173,2023-01-27,Entregue
1163,151,2023-07-17,Entregue
1164,153,2024-12-31,Entregue
1165,147,2023-09-20,Entregue
1166,186,2024-09-27,Entregue
1167,36,2023-02-15,Entregue
1168,150,2023-11-15,Entregue
1169,38,2023-05-31,Enviado
1170,88,2023-10-26,Entregue
1171,133,2023-05-29,Entregue
1172,144,2023-02-25,Entregue
1173,52,2023-03-12,Em processamento
1174,122,2024-12-12,Entregue
1175,154,2024-12-10,Enviado
1176,145,2023-12-10,Entregue
1177,85,2023-06-16,Entregue
1178,127,2024-10-16,Entregue
1179,120,2024-09-30,Entregue
1180,85,2024-01-20,Entregue
1181,2,2024-01-07,Entregue
1182,8,2024-07-22,Entregue
1183,113,2024-01-04,Entregue
1184,51,2023-07-22,Entregue
1185,68,2023-06-28,Enviado
1186,63,2023-07-02,Entregue
1187,68,2023-04-14,Em processamento
1188,36,2023-04-24,Entregue
1189,79,2024-04-12,Entregue
1190,170,2024-12-29,Entregue
1191,34,2023-07-14,Entregue
1192,178,2024-01-19,Entregue
1193,163,2024-07-02,Entregue
1194,84,2023-09-11,Entregue
1195,33,2024-05-15,Entregue
1196,121,2024-11-10,Entregue
1197,131,2024-04-20,Em processamento
1198,96,2024-05-21,Enviado
1199,103,2023-08-01,Entregue
1200,116,2023-08-29,Entregue
1201,109,2024-01-19,Entregue
1202,35,2023-03-28,Entregue
1203,91,2023-12-11,Entregue
1204,111,2024-02-23,Entregue
1205,82,2023-10-07,Entregue
1206,114,2023-08-28,Entregue
1207,92,2023-03-26,Entregue
1208,132,2023-04-11,Entregue
1209,10,2024-07-13,Entregue
1210,173,2023-12-04,Cancelado
1211,175,2023-10-09,Enviado
1212,36,2023-01-13,Entregue
1213,168,2023-08-22,Cancelado
1214,54,2024-04-30,Enviado
1215,142,2024-04-17,Entregue
1216,81,2023-07-12,Em processamento
1217,107,2023-08-03,Enviado
1218,8,2024-01-19,Entregue
1219,79,2024-11-05,Entregue
1220,58,2024-03-05,Cancelado
1221,104,2024-12-08,Entregue
1222,151,2023-12-05,Enviado
1223,156,2024-01-26,Entregue
1224,17,2024-07-01,Entregue
1225,28,2023-12-03,Entregue
1226,164,2023-11-08,Entregue
1227,173,2024-07-20,Em processamento
1228,155,2024-05-15,Entregue
1229,18,2024-01-31,Entregue
1230,75,2024-11-06,Entregue
1231,15,2023-06-25,Entregue
1232,101,2023-05-13,Entregue
1233,18,2023-07-31,Entregue
1234,80,2024-11-11,Enviado
1235,148,2023-11-14,Entregue
1236,184,2024-12-02,Entregue
1237,2,2023-05-27,Entregue
1238,155,2024-04-12,Entregue
1239,180,2023-06-29,Entregue
1240,159,2024-11-05,Enviado
1241,25,2023-02-14,Entregue
1242,71,2024-11-13,Em processamento
1243,186,2024-07-20,Entregue
1244,20,2023-11-30,Entregue
1245,65,2024-04-18,Enviado
1246,178,2024-11-22,Entregue
1247,88,2024-02-11,Entregue
1248,30,2023-12-01,Entregue
1249,125,2024-04-17,Enviado
1250,169,2024-03-24,Entregue
1251,42,2024-09-13,Entregue
1252,32,2023-06-22,Cancelado
1253,3,2024-11-24,Entregue
1254,92,2023-07-02,Entregue
1255,173,2024-06-29,Em processamento
1256,13,2024-11-06,Entregue
1257,177,2023-11-12,Enviado
1258,2,2023-07-24,Entregue
1259,8,2023-01-15,Entregue
1260,175,2024-11-16,Entregue
1261,171,2023-02-15,Entregue
1262,84,2023-11-27,Entregue
1263,160,2023-05-04,Entregue
1264,92,2023-11-28,Entregue
1265,168,2023-11-20,Entregue
1266,118,2023-08-14,Entregue
1267,167,2024-09-30,Entregue
1268,56,2024-02-25,Enviado
1269,128,2024-08-05,Entregue
1270,154,2023-11-29,Em processamento
1271,100,2024-11-25,Cancelado
1272,178,2023-05-17,Enviado
1273,177,2023-11-22,Em processamento
1274,124,2023-03-11,Enviado
1275,150,2024-04-04,Enviado
1276,60,2024-05-30,Entregue
1277,60,2023-05-08,Cancelado
1278,110,2023-03-03,Entregue
1279,76,2023-07-26,Entregue
1280,165,2023-02-08,Cancelado
1281,154,2023-12-03,Entregue
1282,165,2023-12-06,Entregue
1283,139,2024-11-11,Em processamento
1284,179,2023-07-07,Entregue
1285,17,2024-05-18,Entregue
1286,14,2023-07-29,Entregue
1287,152,2023-07-29,Entregue
1288,110,2024-04-23,Cancelado
1289,51,2023-09-08,Enviado
1290,64,2023-11-07,Entregue
1291,163,2023-07-26,Entregue
1292,21,2024-01-04,Entregue
1293,121,2024-03-27,Enviado
1294,111,2024-05-08,Entregue
1295,110,2023-11-04,Entregue
1296,142,2023-06-29,Entregue
1297,79,2024-04-09,Enviado
1298,156,2024-05-07,Entregue
1299,184,2024-04-25,Entregue
1300,2,2024-01-18,Entregue
1301,165,2024-08-25,Entregue
1302,32,2023-06-16,Entregue
1303,66,2023-12-23,Entregue
1304,163,2024-12-06,Entregue
1305,167,2023-09-10,Entregue
1306,93,2024-10-22,Enviado
1307,117,2024-11-28,Entregue
1308,155,2023-06-15,Cancelado
1309,24,2024-01-29,Enviado
1310,21,2024-03-09,Entregue
1311,65,2024-12-09,Entregue
1312,169,2023-04-02,Enviado
1313,89,2023-05-27,Entregue
1314,102,2024-12-16,Entregue
1315,126,2023-01-02,Cancelado
1316,179,2024-11-01,Entregue
1317,44,2023-06-30,Em processamento
1318,35,2023-08-06,Entregue
1319,47,2023-07-16,Entregue
1320,113,2023-06-20,Entregue
1321,97,2023-05-08,Entregue
1322,8,2024-08-22,Entregue
1323,173,2023-04-14,Entregue
1324,2,2024-11-12,Entregue
1325,25,2023-01-08,Entregue
1326,69,2024-05-12,Entregue
1327,155,2024-03-15,Em processamento
1328,88,2023-11-19,Entregue
1329,171,2024-02-13,Entregue
1330,92,2024-12-16,Entregue
1331,7,2024-09-08,Entregue
1332,72,2023-09-12,Enviado
1333,176,2024-11-05,Entregue
1334,106,2024-11-07,Enviado
1335,83,2023-11-30,Entregue
1336,156,2024-05-11,Enviado
1337,21,2023-12-23,Entregue
1338,169,2024-01-30,Entregue
1339,183,2024-05-31,Entregue
1340,23,2023-11-05,Enviado
1341,120,2024-07-07,Entregue
1342,44,2024-11-06,Entregue
1343,112,2023-01-30,Entregue
1344,99,2023-10-15,Entregue
1345,171,2024-11-17,Entregue
1346,137,2024-09-07,Entregue
1347,97,2023-08-17,Entregue
1348,23,2023-04-25,Cancelado
1349,152,2023-01-02,Enviado
1350,138,2024-03-09,Entregue
1351,174,2023-05-10,Enviado
1352,152,2023-08-16,Entregue
1353,138,2024-04-16,Entregue
1354,57,2024-12-20,Entregue
1355,80,2023-05-07,Em processamento
1356,147,2023-12-08,Em processamento
1357,54,2024-02-06,Em processamento
1358,41,2023-12-12,Entregue
1359,90,2024-02-05,Entregue
1360,73,2024-07-15,Entregue
1361,83,2024-12-27,Em processamento
1362,42,2024-08-14,Em processamento
1363,124,2023-08-03,Cancelado
1364,51,2024-10-28,Cancelado
1365,148,2023-06-01,Entregue
1366,174,2023-04-09,Entregue
1367,46,2023-02-23,Entregue
1368,167,2023-12-13,Entregue
1369,161,2024-02-18,Entregue
1370,62,2024-12-05,Entregue
1371,168,2024-11-17,Cancelado
1372,119,2024-10-27,Enviado
1373,168,2024-03-31,Entregue
1374,30,2023-03-26,Em processamento
1375,172,2024-06-05,Enviado
1376,147,2024-08-30,Entregue
1377,166,2024-12-20,Enviado
1378,33,2023-04-12,Em processamento
1379,138,2023-07-09,Em processamento
1380,6,2024-10-29,Entregue
1381,54,2024-11-05,Entregue
1382,154,2024-12-12,Enviado
1383,115,2023-11-18,Entregue
1384,148,2023-02-05,Entregue
1385,130,2023-11-02,Entregue
1386,44,2024-11-04,Entregue
1387,12,2024-03-31,Entregue
1388,178,2023-11-17,Entregue
1389,156,2024-12-05,Entregue
1390,61,2023-02-07,Entregue
1391,56,2023-10-12,Enviado
1392,109,2023-09-24,Entregue
1393,103,2024-04-12,Entregue
1394,174,2023-05-27,Entregue
1395,162,2024-12-14,Em processamento
1396,96,2023-11-20,Entregue
1397,98,2023-09-11,Entregue
1398,137,2024-02-21,Enviado
1399,23,2023-10-07,Entregue
1400,71,2023-01-11,Entregue
1401,97,2023-05-07,Cancelado
1402,79,2024-05-16,Entregue
1403,180,2024-07-18,Entregue
1404,13,2023-06-24,Cancelado
1405,100,2023-07-05,Cancelado
1406,174,2023-05-11,Em processamento
1407,132,2024-12-31,Entregue
1408,37,2023-10-01,Cancelado
1409,164,2023-07-07,Entregue
1410,120,2024-05-29,Entregue
1411,134,2023-08-23,Entregue
1412,79,2023-04-06,Entregue
1413,22,2023-05-20,Entregue
1414,176,2024-11-24,Em processamento
1415,32,2024-02-20,Entregue
1416,2,2023-12-20,Cancelado
1417,170,2023-06-29,Entregue
1418,132,2023-06-24,Entregue
1419,87,2024-11-26,Entregue
1420,31,2023-10-25,Entregue
1421,68,2023-08-07,Enviado
1422,146,2024-02-08,Entregue
1423,165,2023-02-28,Enviado
1424,118,2023-12-03,Entregue
1425,2,2023-07-10,Entregue
1426,26,2023-06-07,Entregue
1427,2,2023-09-14,Entregue
1428,96,2023-11-03,Entregue
1429,138,2023-10-03,Entregue
1430,169,2024-03-25,Entregue
1431,112,2023-01-06,Em processamento
1432,51,2023-04-24,Entregue
1433,35,2024-02-09,Entregue
1434,9,2023-09-30,Entregue
1435,141,2023-05-11,Cancelado
1436,103,2024-02-03,Entregue
1437,6,2023-05-10,Entregue
1438,4,2024-12-01,Em processamento
1439,88,2023-01-09,Entregue
1440,73,2024-05-12,Entregue
1441,64,2024-09-24,Entregue
1442,48,2023-09-13,Entregue
1443,68,2024-12-18,Entregue
1444,51,2023-06-02,Entregue
1445,31,2023-05-16,Entregue
1446,50,2023-05-30,Enviado
1447,52,2024-01-25,Entregue
1448,180,2023-08-16,Entregue
1449,16,2024-06-06,Entregue
1450,78,2023-04-23,Entregue
1451,90,2024-12-29,Entregue
1452,13,2023-07-06,Entregue
1453,170,2023-11-26,Entregue
1454,72,2024-09-13,Entregue
1455,65,2024-05-18,Entregue
1456,29,2024-11-30,Entregue
1457,85,2024-01-16,Entregue
1458,54,2024-08-21,Entregue
1459,34,2023-05-04,Em processamento
1460,49,2023-04-12,Entregue
1461,159,2023-12-18,Entregue
1462,52,2023-02-14,Entregue
1463,141,2024-12-29,Cancelado
1464,144,2024-05-30,Entregue
1465,43,2024-09-05,Entregue
1466,75,2024-12-11,Entregue
1467,127,2024-12-02,Entregue
1468,20,2023-06-19,Entregue
1469,99,2023-07-31,Entregue
1470,147,2024-12-25,Entregue
1471,78,2023-08-14,Entregue
1472,142,2023-05-02,Entregue
1473,137,2023-09-01,Enviado
1474,38,2023-01-02,Em processamento
1475,89,2024-01-13,Em processamento
1476,141,2023-10-29,Entregue
1477,161,2023-10-14,Entregue
1478,138,2024-11-04,Cancelado
1479,150,2024-12-05,Em processamento
1480,66,2024-07-18,Entregue
1481,57,2023-11-29,Enviado
1482,162,2024-02-09,Entregue
1483,186,2024-03-20,Entregue
1484,24,2024-05-22,Entregue
1485,46,2023-01-22,Entregue
1486,101,2024-12-04,Entregue
1487,37,2023-03-15,Entregue
1488,166,2024-02-17,Entregue
1489,36,2024-01-22,Entregue
1490,4,2023-05-16,Entregue
1491,69,2024-09-06,Entregue
1492,28,2023-03-29,Entregue
1493,145,2023-11-11,Entregue
1494,63,2023-05-07,Entregue
1495,27,2024-07-11,Entregue
1496,107,2023-05-26,Entregue
1497,7,2023-08-21,Entregue
1498,91,2024-11-02,Em processamento
1499,99,2023-04-23,Entregue
1500,92,2023-05-02,Entregue
1501,12,2024-09-11,Entregue
1502,136,2023-12-09,Em processamento
1503,109,2024-12-04,Entregue
1504,90,2023-04-17,Entregue
1505,170,2023-05-31,Entregue
1506,115,2023-10-13,Entregue
1507,33,2023-12-28,Entregue
1508,124,2023-12-08,Em processamento
1509,63,2024-01-28,Entregue
1510,138,2024-01-29,Em processamento
1511,108,2023-08-29,Entregue
1512,5,2023-05-23,Entregue
1513,142,2024-03-07,Entregue
1514,15,2023-05-22,Em processamento
1515,181,2023-05-27,Entregue
1516,179,2024-03-10,Em processamento
1517,28,2024-11-09,Entregue
1518,153,2023-06-11,Entregue
1519,37,2023-03-22,Entregue
1520,146,2024-03-02,Entregue
1521,121,2024-04-26,Entregue
1522,114,2023-10-21,Entregue
1523,165,2023-01-12,Entregue
1524,175,2024-05-28,Entregue
1525,109,2023-06-10,Entregue
1526,134,2023-08-13,Cancelado
1527,144,2024-12-10,Entregue
1528,168,2024-10-19,Entregue
1529,43,2024-10-24,Entregue
1530,28,2023-04-17,Enviado
1531,86,2023-01-29,Entregue
1532,139,2023-04-20,Enviado
1533,3,2023-11-13,Entregue
1534,164,2023-02-03,Entregue
1535,146,2024-08-01,Entregue
1536,12,2023-02-19,Entregue
1537,3,2023-11-19,Cancelado
1538,92,2023-04-10,Cancelado
1539,129,2023-06-03,Entregue
1540,123,2023-02-08,Entregue
1541,175,2024-04-19,Enviado
1542,24,2024-11-28,Cancelado
1543,184,2024-05-28,Cancelado
1544,156,2023-12-16,Entregue
1545,87,2023-10-25,Entregue
1546,11,2024-02-01,Enviado
1547,156,2024-05-24,Entregue
1548,37,2023-11-13,Entregue
1549,128,2023-06-15,Enviado
1550,94,2023-12-28,Entregue
1551,182,2024-04-16,Entregue
1552,66,2024-02-15,Enviado
1553,175,2023-05-13,Entregue
1554,160,2023-11-18,Em processamento
1555,106,2024-06-02,Em processamento
1556,11,2024-07-28,Entregue
1557,75,2024-01-20,Entregue
1558,19,2023-08-17,Entregue
1559,172,2023-04-06,Entregue
1560,165,2024-04-21,Entregue
1561,28,2023-07-24,Entregue
1562,82,2024-05-12,Cancelado
1563,122,2023-04-28,Entregue
1564,140,2023-11-24,Enviado
1565,98,2024-04-29,Entregue
1566,6,2024-12-01,Entregue
1567,163,2023-06-30,Entregue
1568,71,2024-02-19,Em processamento
1569,116,2024-11-16,Entregue
1570,14,2024-03-14,Cancelado
1571,77,2023-06-18,Entregue
1572,124,2024-05-01,Entregue
1573,179,2024-03-23,Em processamento
1574,147,2024-09-03,Cancelado
1575,171,2023-11-28,Cancelado
1576,82,2023-01-15,Entregue
1577,38,2024-11-21,Entregue
1578,185,2023-04-10,Cancelado
1579,49,2023-08-10,Entregue
1580,174,2023-01-17,Entregue
1581,129,2024-02-28,Entregue
1582,139,2023-12-10,Entregue
1583,118,2024-03-14,Enviado
1584,153,2024-01-26,Em processamento
1585,177,2024-11-27,Entregue
1586,180,2023-04-17,Entregue
1587,158,2024-02-26,Cancelado
1588,160,2024-07-11,Entregue
1589,129,2024-11-14,Entregue
1590,55,2024-07-18,Entregue
1591,121,2023-05-08,Entregue
1592,106,2024-02-10,Entregue
1593,58,2024-06-03,Em processamento
1594,68,2023-11-11,Entregue
1595,173,2023-09-05,Entregue
1596,9,2023-01-16,Entregue
1597,133,2024-09-06,Entregue
1598,147,2024-03-16,Entregue
1599,50,2024-08-14,Enviado
1600,100,2023-06-27,Entregue
1601,133,2023-06-12,Entregue
1602,182,2023-05-10,Enviado
1603,148,2024-07-20,Entregue
1604,53,2023-04-06,Entregue
1605,3,2023-06-06,Em processamento
1606,140,2024-01-02,Em processamento
1607,57,2023-11-01,Entregue
1608,186,2024-11-06,Entregue
1609,37,2024-10-04,Enviado
1610,27,2024-09-02,Entregue
1611,73,2023-04-06,Entregue
1612,54,2024-02-05,Entregue
1613,106,2024-10-02,Em processamento
1614,108,2023-06-14,Entregue
1615,46,2024-11-06,Enviado
1616,9,2023-12-22,Enviado
1617,154,2024-07-13,Entregue
1618,66,2023-05-05,Entregue
1619,138,2023-06-06,Entregue
1620,30,2023-08-11,Entregue
1621,57,2023-05-10,Entregue
1622,52,2023-04-05,Enviado
1623,167,2024-05-22,Entregue
1624,50,2023-09-14,Em processamento
1625,184,2024-08-24,Entregue
1626,185,2024-05-14,Entregue
1627,109,2023-11-23,Enviado
1628,99,2024-03-15,Entregue
1629,96,2024-04-05,Entregue
1630,131,2024-06-27,Entregue
1631,30,2024-01-02,Entregue
1632,169,2024-01-16,Cancelado
1633,81,2023-05-06,Em processamento
1634,3,2023-12-03,Enviado
1635,83,2024-01-30,Entregue
1636,135,2023-08-11,Entregue
1637,184,2024-11-18,Em processamento
1638,108,2024-11-29,Entregue
1639,82,2023-07-22,Entregue
1640,128,2024-03-07,Entregue
1641,44,2024-09-07,Entregue
1642,61,2024-08-13,Entregue
1643,165,2024-04-17,Entregue
1644,10,2023-02-10,Entregue
1645,18,2024-04-26,Entregue
1646,186,2023-11-05,Cancelado
1647,89,2024-02-14,Cancelado
1648,81,2024-02-07,Entregue
1649,127,2024-09-24,Entregue
1650,13,2023-01-11,Entregue
1651,177,2024-03-22,Entregue
1652,49,2023-02-14,Entregue
1653,20,2023-09-28,Enviado
1654,98,2023-05-22,Entregue
1655,33,2023-11-23,Cancelado
1656,150,2024-11-15,Entregue
1657,62,2023-11-26,Entregue
1658,58,2023-04-05,Entregue
1659,183,2023-03-26,Entregue
1660,169,2023-03-03,Em processamento
1661,56,2023-12-15,Enviado
1662,136,2023-11-16,Em processamento
1663,40,2024-05-31,Entregue
1664,57,2024-01-08,Entregue
1665,159,2024-06-09,Entregue
1666,49,2023-03-12,Entregue
1667,176,2023-11-11,Enviado
1668,166,2023-04-15,Entregue
1669,29,2023-09-04,Entregue
1670,48,2023-10-01,Em processamento
1671,136,2024-04-08,Entregue
1672,141,2023-03-28,Entregue
1673,39,2024-06-04,Entregue
1674,70,2024-01-14,Em processamento
1675,98,2024-03-08,Entregue
1676,104,2024-06-15,Em processamento
1677,13,2024-10-23,Entregue
1678,57,2023-04-28,Entregue
1679,148,2023-09-30,Entregue
1680,26,2023-10-10,Enviado
1681,180,2024-02-19,Entregue
