id_pagamento,id_pedido,metodo_pagamento,valor_pago,status_pagamento
635,635,Cartão de Crédito,1381.12,Aprovado
636,636,Boleto,1669.77,Recusado
637,637,Pix,2501.52,Aprovado
638,638,Pix,7004.55,Aprovado
639,639,Cartão de Crédito,7961.82,Aprovado
640,640,Cartão de Débito,12375.73,Aprovado
641,641,Cartão de Crédito,4281.37,Aprovado
642,642,Pix,1065.41,Aprovado
643,643,Pix,246.0,Aprovado
644,644,Pix,4034.09,Aprovado
645,645,Boleto,206.76,Aprovado
646,646,Pix,7396.74,Aprovado
647,647,Pix,15280.77,Aprovado
648,648,Cartão de Crédito,3736.09,Aprovado
649,649,Pix,4525.1,Aprovado
650,650,Cartão de Crédito,2639.15,Aprovado
651,651,Pix,13172.3,Recusado
652,652,Boleto,4020.64,Aprovado
653,653,Pix,15355.41,Aprovado
654,654,Cartão de Crédito,3045.46,Aprovado
655,655,Boleto,3218.5,Aprovado
656,656,Pix,1290.83,Aprovado
657,657,Pix,6453.31,Aprovado
658,658,Boleto,5053.18,Aprovado
659,659,Cartão de Débito,181.94,Aprovado
660,660,Cartão de Débito,4838.88,Aprovado
661,661,Cartão de Crédito,4949.8,Aprovado
662,662,Boleto,6090.92,Aprovado
663,663,Cartão de Débito,8391.52,Aprovado
664,664,Cartão de Crédito,4478.71,Recusado
665,665,Pix,5499.06,Aprovado
666,666,Cartão de Crédito,15485.8,Pendente
667,667,Cartão de Crédito,3163.05,Aprovado
668,668,Cartão de Crédito,2172.68,Aprovado
669,669,Cartão de Crédito,7448.18,Aprovado
670,670,Cartão de Crédito,4323.89,Aprovado
671,671,Cartão de Crédito,4871.71,Aprovado
672,672,Pix,15584.46,Aprovado
673,673,Cartão de Crédito,4924.36,Aprovado
674,674,Cartão de Crédito,10319.52,Aprovado
675,675,Pix,8158.86,Aprovado
676,676,Cartão de Crédito,3309.15,Aprovado
677,677,Boleto,11739.51,Aprovado
678,678,Cartão de Crédito,13287.08,Aprovado
679,679,Cartão de Crédito,1511.26,Aprovado
680,680,Cartão de Crédito,7462.02,Aprovado
681,681,Cartão de Crédito,2307.85,Aprovado
682,682,Cartão de Crédito,11375.55,Aprovado
683,683,Cartão de Crédito,9419.43,Aprovado
684,684,Pix,7859.72,Aprovado
685,685,Cartão de Crédito,8264.19,Aprovado
686,686,Pix,1167.83,Pendente
687,687,Cartão de Crédito,3724.54,Aprovado
688,688,Cartão de Crédito,2012.25,Aprovado
689,689,Cartão de Crédito,2516.24,Aprovado
690,690,Pix,9596.17,Aprovado
691,691,Cartão de Crédito,2607.6,Aprovado
692,692,Pix,4345.36,Aprovado
693,693,Cartão de Crédito,3135.16,Aprovado
694,694,Pix,3000.63,Aprovado
695,695,Pix,9761.2,Aprovado
696,696,Cartão de Crédito,5298.84,Aprovado
697,697,Pix,246.0,Aprovado
698,698,Cartão de Crédito,5083.61,Aprovado
699,699,Boleto,2501.52,Aprovado
700,700,Cartão de Crédito,12223.37,Aprovado
701,701,Pix,10983.5,Aprovado
702,702,Cartão de Crédito,10299.48,Aprovado
703,703,Cartão de Crédito,5487.44,Pendente
704,704,Cartão de Crédito,6919.6,Aprovado
705,705,Pix,2649.42,Aprovado
706,706,Cartão de Débito,3172.22,Aprovado
707,707,Boleto,10681.83,Aprovado
708,708,Cartão de Débito,3751.01,Aprovado
709,709,Pix,7449.08,Aprovado
710,710,Cartão de Crédito,6017.2,Aprovado
711,711,Cartão de Crédito,8068.18,Pendente
712,712,Pix,3391.87,Aprovado
713,713,Pix,10494.45,Aprovado
714,714,Pix,3240.94,Aprovado
715,715,Pix,3268.24,Pendente
716,716,Pix,7501.46,Aprovado
717,717,Pix,5524.1,Aprovado
718,718,Boleto,5953.23,Aprovado
719,719,Pix,805.88,Aprovado
720,720,Pix,9012.41,Aprovado
721,721,Cartão de Crédito,8290.94,Pendente
722,722,Cartão de Crédito,6341.39,Aprovado
723,723,Cartão de Crédito,17016.56,Aprovado
724,724,Boleto,12981.74,Pendente
725,725,Cartão de Crédito,6694.21,Aprovado
726,726,Pix,2165.91,Aprovado
727,727,Boleto,955.74,Aprovado
728,728,Cartão de Crédito,1877.85,Aprovado
729,729,Cartão de Crédito,6570.78,Pendente
730,730,Cartão de Crédito,2010.32,Aprovado
731,731,Cartão de Crédito,10150.05,Aprovado
732,732,Pix,8911.44,Aprovado
733,733,Pix,25556.25,Aprovado
734,734,Cartão de Crédito,12421.45,Aprovado
735,735,Boleto,206.76,Aprovado
736,736,Pix,3422.41,Aprovado
737,737,Pix,19444.35,Aprovado
738,738,Boleto,11189.12,Aprovado
739,739,Cartão de Crédito,8112.27,Aprovado
740,740,Cartão de Crédito,5638.59,Aprovado
741,741,Cartão de Crédito,1779.85,Aprovado
742,742,Pix,3943.02,Aprovado
743,743,Cartão de Crédito,10680.31,Aprovado
744,744,Pix,8987.21,Aprovado
745,745,Boleto,9613.83,Aprovado
746,746,Pix,1400.43,Aprovado
747,747,Cartão de Crédito,9263.97,Aprovado
748,748,Pix,2649.42,Aprovado
749,749,Boleto,1755.69,Aprovado
750,750,Cartão de Crédito,9790.47,Aprovado
751,751,Cartão de Débito,8603.86,Aprovado
752,752,Cartão de Crédito,3623.98,Aprovado
753,753,Pix,15023.77,Aprovado
754,754,Pix,5695.67,Aprovado
755,755,Cartão de Crédito,13674.34,Aprovado
756,756,Pix,13366.68,Pendente
757,757,Cartão de Crédito,11804.69,Aprovado
758,758,Cartão de Débito,2599.58,Aprovado
759,759,Cartão de Crédito,18073.07,Aprovado
760,760,Cartão de Crédito,1113.18,Recusado
761,761,Cartão de Crédito,17353.4,Pendente
762,762,Pix,8157.32,Aprovado
763,763,Cartão de Crédito,9734.67,Aprovado
764,764,Cartão de Débito,9332.91,Aprovado
765,765,Cartão de Crédito,1885.66,Recusado
766,766,Cartão de Crédito,5648.0,Aprovado
767,767,Cartão de Crédito,15907.68,Aprovado
768,768,Cartão de Crédito,5022.37,Recusado
769,769,Cartão de Crédito,3714.24,Aprovado
770,770,Cartão de Crédito,6279.62,Pendente
771,771,Cartão de Crédito,4805.43,Aprovado
772,772,Cartão de Crédito,1400.43,Aprovado
773,773,Cartão de Crédito,8638.17,Aprovado
774,774,Boleto,5054.43,Aprovado
775,775,Cartão de Crédito,4866.01,Aprovado
776,776,Cartão de Crédito,3459.8,Recusado
777,777,Cartão de Crédito,3777.75,Aprovado
778,778,Cartão de Crédito,6618.3,Aprovado
779,779,Cartão de Crédito,4565.17,Recusado
780,780,Cartão de Crédito,1065.41,Aprovado
781,781,Pix,4595.88,Aprovado
782,782,Cartão de Crédito,2526.59,Aprovado
783,783,Pix,12464.82,Aprovado
784,784,Cartão de Crédito,105.58,Aprovado
785,785,Pix,12566.79,Aprovado
786,786,Cartão de Crédito,805.88,Aprovado
787,787,Cartão de Crédito,3365.81,Aprovado
788,788,Cartão de Crédito,8077.44,Aprovado
789,789,Boleto,955.74,Aprovado
790,790,Cartão de Débito,2101.09,Aprovado
791,791,Pix,3309.15,Aprovado
792,792,Cartão de Crédito,9241.76,Aprovado
793,793,Cartão de Crédito,2319.04,Recusado
794,794,Cartão de Crédito,5090.17,Aprovado
795,795,Pix,7770.18,Aprovado
796,796,Cartão de Crédito,3045.46,Aprovado
797,797,Cartão de Crédito,4594.5,Aprovado
798,798,Cartão de Crédito,13523.91,Aprovado
799,799,Cartão de Crédito,2951.96,Aprovado
800,800,Boleto,805.88,Aprovado
801,801,Cartão de Crédito,5848.96,Aprovado
802,802,Boleto,3551.05,Aprovado
803,803,Cartão de Crédito,9805.18,Aprovado
804,804,Pix,3525.32,Aprovado
805,805,Cartão de Crédito,6968.06,Aprovado
806,806,Cartão de Crédito,3025.08,Aprovado
807,807,Boleto,18712.7,Aprovado
808,808,Boleto,2394.24,Aprovado
809,809,Boleto,11003.9,Aprovado
810,810,Pix,4673.53,Aprovado
811,811,Cartão de Crédito,2253.4,Aprovado
812,812,Cartão de Crédito,11333.42,Pendente
813,813,Pix,2800.86,Aprovado
814,814,Pix,18487.74,Aprovado
815,815,Boleto,15023.94,Recusado
816,816,Cartão de Crédito,181.94,Aprovado
817,817,Cartão de Crédito,7042.37,Aprovado
818,818,Cartão de Crédito,915.4,Aprovado
819,819,Boleto,8773.44,Aprovado
820,820,Cartão de Crédito,9902.98,Aprovado
821,821,Pix,3577.85,Aprovado
822,822,Boleto,3321.81,Aprovado
823,823,Pix,12026.18,Aprovado
824,824,Pix,2010.32,Aprovado
825,825,Cartão de Débito,3143.88,Aprovado
826,826,Pix,2797.99,Aprovado
827,827,Cartão de Crédito,15643.54,Pendente
828,828,Cartão de Crédito,3321.81,Aprovado
829,829,Pix,3474.1,Aprovado
830,830,Cartão de Crédito,2278.76,Aprovado
831,831,Cartão de Crédito,1375.78,Aprovado
832,832,Cartão de Crédito,379.36,Aprovado
833,833,Cartão de Débito,8983.11,Pendente
834,834,Boleto,2501.52,Aprovado
835,835,Cartão de Crédito,5426.0,Aprovado
836,836,Cartão de Crédito,5903.92,Aprovado
837,837,Cartão de Débito,8942.98,Aprovado
838,838,Pix,4660.38,Pendente
839,839,Cartão de Crédito,4811.47,Aprovado
840,840,Cartão de Crédito,18055.38,Aprovado
841,841,Cartão de Crédito,4091.27,Aprovado
842,842,Pix,3441.99,Aprovado
843,843,Pix,6013.0,Aprovado
844,844,Cartão de Crédito,3052.3,Aprovado
845,845,Cartão de Crédito,13465.88,Aprovado
846,846,Cartão de Débito,18018.29,Aprovado
847,847,Cartão de Crédito,7306.55,Aprovado
848,848,Pix,1170.46,Aprovado
849,849,Boleto,9070.84,Aprovado
850,850,Cartão de Crédito,4099.32,Aprovado
851,851,Cartão de Crédito,2297.94,Aprovado
852,852,Cartão de Crédito,5783.44,Recusado
853,853,Pix,2818.18,Pendente
854,854,Cartão de Crédito,5840.0,Aprovado
855,855,Cartão de Débito,2696.04,Aprovado
856,856,Boleto,2000.59,Aprovado
857,857,Boleto,5998.21,Aprovado
858,858,Cartão de Crédito,15268.18,Recusado
859,859,Pix,1551.88,Aprovado
860,860,Boleto,4439.21,Aprovado
861,861,Pix,5976.04,Aprovado
862,862,Pix,4196.36,Aprovado
863,863,Cartão de Débito,7863.09,Aprovado
864,864,Pix,4608.32,Aprovado
865,865,Pix,2534.08,Aprovado
866,866,Boleto,6303.27,Aprovado
867,867,Cartão de Crédito,15117.61,Recusado
868,868,Cartão de Crédito,4285.32,Aprovado
869,869,Pix,19845.71,Aprovado
870,870,Boleto,4910.54,Aprovado
871,871,Pix,10803.26,Aprovado
872,872,Cartão de Crédito,4033.26,Aprovado
873,873,Cartão de Débito,7459.14,Aprovado
874,874,Pix,3494.48,Aprovado
875,875,Cartão de Crédito,275.22,Aprovado
876,876,Cartão de Crédito,4345.36,Aprovado
877,877,Boleto,6394.73,Aprovado
878,878,Cartão de Crédito,17857.59,Aprovado
879,879,Pix,4376.45,Aprovado
880,880,Pix,7716.85,Aprovado
881,881,Pix,5889.34,Aprovado
882,882,Boleto,5084.31,Aprovado
883,883,Boleto,8267.66,Aprovado
884,884,Cartão de Crédito,21214.77,Aprovado
885,885,Boleto,9554.44,Aprovado
886,886,Cartão de Crédito,7590.04,Aprovado
887,887,Cartão de Crédito,3296.06,Aprovado
888,888,Pix,5747.5,Recusado
889,889,Pix,3240.94,Aprovado
890,890,Pix,2636.24,Pendente
891,891,Pix,2526.59,Aprovado
892,892,Pix,2165.39,Aprovado
893,893,Cartão de Crédito,5876.98,Aprovado
894,894,Pix,2920.0,Aprovado
895,895,Cartão de Crédito,6770.83,Aprovado
896,896,Cartão de Crédito,4373.0,Pendente
897,897,Pix,4831.8,Aprovado
898,898,Cartão de Crédito,20467.37,Aprovado
899,899,Cartão de Crédito,20341.59,Aprovado
900,900,Boleto,8491.08,Aprovado
901,901,Pix,14459.42,Aprovado
902,902,Cartão de Crédito,21883.37,Aprovado
903,903,Pix,1258.12,Aprovado
904,904,Cartão de Crédito,1551.88,Aprovado
905,905,Cartão de Crédito,105.58,Aprovado
906,906,Pix,12387.12,Aprovado
907,907,Boleto,7749.99,Aprovado
908,908,Cartão de Crédito,9089.9,Aprovado
909,909,Pix,1551.88,Aprovado
910,910,Pix,1065.41,Aprovado
911,911,Cartão de Débito,6491.94,Recusado
912,912,Pix,4577.23,Aprovado
913,913,Cartão de Crédito,6587.48,Aprovado
914,914,Cartão de Crédito,1328.57,Aprovado
915,915,Cartão de Crédito,6128.71,Aprovado
916,916,Cartão de Crédito,5150.94,Aprovado
917,917,Cartão de Crédito,1228.62,Aprovado
918,918,Cartão de Crédito,5144.83,Aprovado
919,919,Pix,755.63,Aprovado
920,920,Pix,0.0,Aprovado
921,921,Cartão de Crédito,6609.97,Pendente
922,922,Boleto,6390.09,Aprovado
923,923,Boleto,2196.99,Aprovado
924,924,Cartão de Crédito,4017.52,Pendente
925,925,Pix,3774.36,Aprovado
926,926,Boleto,7913.25,Aprovado
927,927,Cartão de Débito,6430.4,Aprovado
928,928,Cartão de Crédito,9929.63,Aprovado
929,929,Pix,206.76,Aprovado
930,930,Cartão de Débito,8770.98,Aprovado
931,931,Cartão de Crédito,11521.5,Aprovado
932,932,Pix,7125.8,Aprovado
933,933,Pix,7082.17,Aprovado
934,934,Pix,1318.12,Pendente
935,935,Cartão de Crédito,1762.66,Pendente
936,936,Pix,2688.08,Aprovado
937,937,Cartão de Crédito,9310.18,Aprovado
938,938,Cartão de Crédito,18022.58,Aprovado
939,939,Boleto,3006.5,Aprovado
940,940,Pix,2106.53,Aprovado
941,941,Cartão de Débito,672.02,Aprovado
942,942,Cartão de Crédito,3287.04,Pendente
943,943,Cartão de Crédito,3053.57,Aprovado
944,944,Boleto,13599.75,Aprovado
945,945,Cartão de Débito,12232.43,Pendente
946,946,Cartão de Crédito,3928.57,Aprovado
947,947,Cartão de Crédito,8691.07,Pendente
948,948,Pix,8005.39,Aprovado
949,949,Boleto,2165.39,Recusado
950,950,Cartão de Crédito,2123.72,Pendente
951,951,Cartão de Crédito,9431.23,Aprovado
952,952,Cartão de Débito,3892.73,Aprovado
953,953,Cartão de Crédito,14195.43,Aprovado
954,954,Cartão de Crédito,20691.27,Aprovado
955,955,Cartão de Débito,8937.89,Recusado
956,956,Pix,4493.73,Aprovado
957,957,Cartão de Débito,11539.13,Aprovado
958,958,Cartão de Débito,11494.4,Aprovado
959,959,Pix,4218.19,Aprovado
960,960,Boleto,2679.8,Aprovado
961,961,Cartão de Crédito,32192.24,Aprovado
962,962,Cartão de Crédito,12576.7,Pendente
963,963,Pix,11681.23,Aprovado
964,964,Pix,3240.94,Aprovado
965,965,Pix,3005.6,Aprovado
966,966,Pix,12191.74,Aprovado
967,967,Boleto,11435.77,Aprovado
968,968,Pix,1511.26,Aprovado
969,969,Pix,9282.53,Aprovado
970,970,Cartão de Débito,1830.8,Aprovado
971,971,Boleto,2120.83,Aprovado
972,972,Cartão de Débito,585.23,Aprovado
973,973,Pix,2825.36,Aprovado
974,974,Pix,10897.55,Aprovado
975,975,Pix,21232.54,Aprovado
976,976,Cartão de Crédito,1400.43,Aprovado
977,977,Pix,18702.25,Aprovado
978,978,Cartão de Crédito,4549.84,Aprovado
979,979,Pix,11909.96,Aprovado
980,980,Cartão de Crédito,3716.7,Aprovado
981,981,Boleto,3210.71,Aprovado
982,982,Boleto,23881.86,Aprovado
983,983,Pix,3139.81,Aprovado
984,984,Pix,3263.49,Aprovado
985,985,Cartão de Crédito,14295.43,Aprovado
986,986,Pix,1055.42,Aprovado
987,987,Cartão de Crédito,5956.2,Aprovado
988,988,Cartão de Crédito,10518.45,Aprovado
989,989,Pix,1986.11,Aprovado
990,990,Cartão de Crédito,5647.04,Pendente
991,991,Cartão de Débito,7304.44,Aprovado
992,992,Cartão de Crédito,3081.94,Pendente
993,993,Boleto,7504.56,Aprovado
994,994,Cartão de Crédito,3720.39,Aprovado
995,995,Cartão de Crédito,7831.53,Aprovado
996,996,Cartão de Crédito,10121.89,Aprovado
997,997,Cartão de Crédito,13476.04,Pendente
998,998,Cartão de Crédito,13170.3,Aprovado
999,999,Cartão de Débito,9852.01,Aprovado
1000,1000,Pix,5236.76,Aprovado
1001,1001,Cartão de Débito,4732.77,Aprovado
1002,1002,Cartão de Crédito,9362.98,Aprovado
1003,1003,Pix,8368.85,Aprovado
1004,1004,Cartão de Crédito,5262.15,Aprovado
1005,1005,Cartão de Crédito,6457.06,Aprovado
1006,1006,Cartão de Débito,22029.76,Aprovado
1007,1007,Boleto,4799.48,Aprovado
1008,1008,Pix,4563.2,Aprovado
1009,1009,Cartão de Crédito,6693.07,Aprovado
1010,1010,Pix,2849.69,Aprovado
1011,1011,Pix,14822.22,Aprovado
1012,1012,Pix,3005.6,Aprovado
1013,1013,Cartão de Débito,9081.94,Aprovado
1014,1014,Cartão de Crédito,1900.38,Aprovado
1015,1015,Pix,21212.23,Pendente
1016,1016,Pix,1727.17,Pendente
1017,1017,Pix,9207.48,Recusado
1018,1018,Cartão de Crédito,10260.22,Aprovado
1019,1019,Cartão de Crédito,6652.22,Aprovado
1020,1020,Cartão de Crédito,16844.4,Aprovado
1021,1021,Cartão de Crédito,6618.3,Aprovado
1022,1022,Cartão de Crédito,20265.63,Aprovado
1023,1023,Cartão de Crédito,6344.18,Aprovado
1024,1024,Cartão de Crédito,1328.57,Aprovado
1025,1025,Cartão de Crédito,1473.07,Aprovado
1026,1026,Cartão de Débito,4130.45,Aprovado
1027,1027,Boleto,6951.71,Aprovado
1028,1028,Cartão de Crédito,3005.6,Recusado
1029,1029,Cartão de Crédito,11382.47,Aprovado
1030,1030,Boleto,6246.92,Pendente
1031,1031,Boleto,3242.37,Aprovado
1032,1032,Cartão de Crédito,10958.24,Aprovado
1033,1033,Pix,15412.19,Aprovado
1034,1034,Pix,6224.82,Recusado
1035,1035,Boleto,4876.7,Aprovado
1036,1036,Cartão de Crédito,8719.39,Aprovado
1037,1037,Pix,5391.46,Aprovado
1038,1038,Cartão de Crédito,181.94,Aprovado
1039,1039,Cartão de Crédito,4298.03,Aprovado
1040,1040,Pix,2849.69,Aprovado
1041,1041,Pix,22719.47,Aprovado
1042,1042,Pix,13393.18,Aprovado
1043,1043,Cartão de Crédito,12497.03,Aprovado
1044,1044,Cartão de Crédito,6932.06,Pendente
1045,1045,Cartão de Crédito,3829.46,Aprovado
1046,1046,Pix,3914.47,Aprovado
1047,1047,Cartão de Crédito,8146.32,Aprovado
1048,1048,Cartão de Débito,6728.67,Aprovado
1049,1049,Cartão de Débito,7350.36,Pendente
1050,1050,Boleto,2119.57,Aprovado
1051,1051,Pix,2849.69,Aprovado
1052,1052,Pix,1405.97,Aprovado
1053,1053,Pix,1344.04,Aprovado
1054,1054,Pix,10078.61,Aprovado
1055,1055,Cartão de Crédito,1727.17,Aprovado
1056,1056,Pix,6504.02,Recusado
1057,1057,Cartão de Crédito,9008.48,Aprovado
1058,1058,Cartão de Crédito,3401.1,Aprovado
1059,1059,Cartão de Crédito,4877.07,Pendente
1060,1060,Cartão de Crédito,2786.19,Aprovado
1061,1061,Boleto,7401.03,Aprovado
1062,1062,Cartão de Débito,1943.3,Aprovado
1063,1063,Boleto,7023.48,Aprovado
1064,1064,Cartão de Crédito,3454.34,Aprovado
1065,1065,Cartão de Crédito,538.06,Aprovado
1066,1066,Cartão de Crédito,5814.28,Aprovado
1067,1067,Pix,5339.55,Aprovado
1068,1068,Pix,17231.08,Aprovado
1069,1069,Pix,3135.16,Recusado
1070,1070,Boleto,18385.27,Aprovado
1071,1071,Pix,2417.64,Aprovado
1072,1072,Cartão de Crédito,9737.27,Pendente
1073,1073,Pix,4100.88,Aprovado
1074,1074,Cartão de Crédito,1038.4,Aprovado
1075,1075,Cartão de Crédito,6011.2,Aprovado
1076,1076,Cartão de Débito,3886.6,Aprovado
1077,1077,Cartão de Crédito,7321.07,Aprovado
1078,1078,Boleto,3108.59,Aprovado
1079,1079,Pix,3005.6,Aprovado
1080,1080,Cartão de Crédito,13341.02,Aprovado
1081,1081,Cartão de Crédito,8707.86,Aprovado
1082,1082,Boleto,5283.51,Aprovado
1083,1083,Cartão de Crédito,5201.25,Aprovado
1084,1084,Pix,2438.35,Aprovado
1085,1085,Cartão de Débito,21707.53,Aprovado
1086,1086,Pix,12375.04,Pendente
1087,1087,Cartão de Crédito,9365.76,Aprovado
1088,1088,Pix,7183.72,Aprovado
1089,1089,Cartão de Crédito,2702.9,Aprovado
1090,1090,Boleto,5733.17,Aprovado
1091,1091,Pix,8242.41,Aprovado
1092,1092,Cartão de Débito,8076.27,Aprovado
1093,1093,Boleto,5055.65,Aprovado
1094,1094,Cartão de Crédito,6793.54,Aprovado
1095,1095,Boleto,10691.71,Aprovado
1096,1096,Boleto,12211.46,Aprovado
1097,1097,Cartão de Crédito,4201.87,Aprovado
1098,1098,Pix,1762.66,Aprovado
1099,1099,Cartão de Crédito,8199.68,Aprovado
1100,1100,Pix,17487.33,Aprovado
1101,1101,Cartão de Crédito,6085.86,Aprovado
1102,1102,Boleto,8559.65,Aprovado
1103,1103,Cartão de Crédito,1755.69,Aprovado
1104,1104,Boleto,2297.94,Aprovado
1105,1105,Cartão de Débito,895.82,Aprovado
1106,1106,Pix,5725.2,Aprovado
1107,1107,Pix,9818.58,Aprovado
1108,1108,Cartão de Crédito,3108.59,Aprovado
1109,1109,Cartão de Crédito,2165.39,Aprovado
1110,1110,Cartão de Crédito,4568.19,Aprovado
1111,1111,Pix,10771.7,Aprovado
1112,1112,Pix,5116.41,Aprovado
1113,1113,Boleto,11847.42,Aprovado
1114,1114,Cartão de Débito,6281.0,Aprovado
1115,1115,Pix,6904.38,Aprovado
1116,1116,Boleto,8931.16,Aprovado
1117,1117,Pix,1830.8,Aprovado
1118,1118,Cartão de Crédito,379.36,Aprovado
1119,1119,Cartão de Crédito,550.44,Aprovado
1120,1120,Cartão de Crédito,6279.62,Aprovado
1121,1121,Pix,6669.55,Aprovado
1122,1122,Cartão de Crédito,6524.35,Pendente
1123,1123,Pix,10153.25,Aprovado
1124,1124,Cartão de Débito,3252.01,Aprovado
1125,1125,Cartão de Crédito,2786.41,Aprovado
1126,1126,Cartão de Crédito,6180.47,Aprovado
1127,1127,Pix,6217.4,Aprovado
1128,1128,Boleto,23856.97,Aprovado
1129,1129,Cartão de Débito,2524.17,Pendente
1130,1130,Boleto,5236.43,Aprovado
1131,1131,Cartão de Crédito,12549.29,Aprovado
1132,1132,Pix,1309.95,Recusado
1133,1133,Cartão de Crédito,12799.96,Aprovado
1134,1134,Pix,2920.0,Pendente
1135,1135,Pix,10481.59,Aprovado
1136,1136,Pix,3252.01,Aprovado
1137,1137,Cartão de Crédito,17423.01,Aprovado
1138,1138,Pix,2501.52,Aprovado
1139,1139,Cartão de Crédito,8063.93,Aprovado
1140,1140,Pix,9763.07,Aprovado
1141,1141,Cartão de Crédito,8116.03,Aprovado
1142,1142,Cartão de Débito,3474.1,Aprovado
1143,1143,Cartão de Crédito,1727.17,Aprovado
1144,1144,Boleto,2101.09,Aprovado
1145,1145,Cartão de Crédito,5428.88,Aprovado
1146,1146,Pix,8899.43,Aprovado
1147,1147,Boleto,9835.87,Aprovado
1148,1148,Pix,1755.69,Aprovado
1149,1149,Cartão de Crédito,672.02,Aprovado
1150,1150,Pix,3065.14,Aprovado
1151,1151,Cartão de Crédito,2637.75,Aprovado
1152,1152,Pix,11724.19,Aprovado
1153,1153,Cartão de Crédito,1779.79,Aprovado
1154,1154,Cartão de Crédito,10150.05,Aprovado
1155,1155,Boleto,20304.42,Aprovado
1156,1156,Pix,4339.94,Aprovado
1157,1157,Cartão de Crédito,8018.32,Aprovado
1158,1158,Pix,2849.69,Aprovado
1159,1159,Pix,3454.34,Aprovado
1160,1160,Boleto,1727.17,Aprovado
1161,1161,Pix,9564.1,Aprovado
1162,1162,Pix,915.4,Aprovado
1163,1163,Cartão de Débito,3474.1,Aprovado
1164,1164,Cartão de Débito,4560.9,Aprovado
1165,1165,Cartão de Débito,2016.06,Aprovado
1166,1166,Cartão de Crédito,10703.23,Aprovado
1167,1167,Pix,13065.27,Aprovado
1168,1168,Cartão de Crédito,12422.16,Aprovado
1169,1169,Pix,1915.05,Aprovado
1170,1170,Pix,13879.38,Aprovado
1171,1171,Pix,11114.29,Aprovado
1172,1172,Pix,4730.94,Aprovado
1173,1173,Cartão de Crédito,5595.63,Aprovado
1174,1174,Pix,3403.48,Aprovado
1175,1175,Cartão de Crédito,3222.98,Aprovado
1176,1176,Pix,10043.22,Aprovado
1177,1177,Cartão de Crédito,16715.52,Aprovado
1178,1178,Pix,10057.43,Pendente
1179,1179,Cartão de Crédito,1035.84,Aprovado
1180,1180,Cartão de Crédito,11886.27,Aprovado
1181,1181,Pix,5469.92,Aprovado
1182,1182,Cartão de Crédito,3103.76,Aprovado
1183,1183,Cartão de Débito,2090.99,Aprovado
1184,1184,Cartão de Crédito,9434.61,Aprovado
1185,1185,Cartão de Débito,4919.5,Aprovado
1186,1186,Boleto,2010.32,Aprovado
1187,1187,Pix,3582.8,Aprovado
1188,1188,Cartão de Crédito,3108.59,Aprovado
1189,1189,Cartão de Crédito,4547.16,Aprovado
1190,1190,Pix,392.32,Aprovado
1191,1191,Boleto,7341.16,Aprovado
1192,1192,Pix,1258.12,Aprovado
1193,1193,Cartão de Crédito,556.59,Aprovado
1194,1194,Boleto,3240.94,Aprovado
1195,1195,Cartão de Crédito,1318.12,Aprovado
1196,1196,Pix,3774.36,Aprovado
1197,1197,Pix,2292.97,Aprovado
1198,1198,Pix,3309.15,Aprovado
1199,1199,Cartão de Crédito,3365.81,Aprovado
1200,1200,Cartão de Crédito,16691.17,Aprovado
1201,1201,Cartão de Crédito,9295.23,Aprovado
1202,1202,Boleto,20478.8,Aprovado
1203,1203,Cartão de Crédito,11721.63,Aprovado
1204,1204,Boleto,3459.8,Aprovado
1205,1205,Pix,8317.98,Aprovado
1206,1206,Boleto,13156.28,Aprovado
1207,1207,Pix,10984.18,Aprovado
1208,1208,Pix,5840.0,Aprovado
1209,1209,Pix,3986.55,Aprovado
1210,1210,Pix,805.88,Pendente
1211,1211,Boleto,15788.35,Aprovado
1212,1212,Cartão de Crédito,4109.38,Aprovado
1213,1213,Cartão de Débito,15988.29,Recusado
1214,1214,Pix,18084.07,Aprovado
1215,1215,Pix,1522.73,Aprovado
1216,1216,Cartão de Crédito,3163.09,Aprovado
1217,1217,Cartão de Crédito,9242.79,Aprovado
1218,1218,Boleto,2786.41,Aprovado
1219,1219,Cartão de Crédito,2951.96,Aprovado
1220,1220,Pix,5492.68,Recusado
1221,1221,Cartão de Crédito,3932.63,Aprovado
1222,1222,Cartão de Crédito,2297.94,Aprovado
1223,1223,Cartão de Crédito,9191.76,Aprovado
1224,1224,Cartão de Débito,9028.68,Aprovado
1225,1225,Cartão de Crédito,1900.38,Aprovado
1226,1226,Pix,950.19,Aprovado
1227,1227,Pix,18086.16,Aprovado
1228,1228,Pix,1779.85,Aprovado
1229,1229,Cartão de Crédito,3309.15,Aprovado
1230,1230,Boleto,11822.73,Aprovado
1231,1231,Pix,7180.83,Aprovado
1232,1232,Pix,3459.8,Aprovado
1233,1233,Cartão de Crédito,11331.77,Aprovado
1234,1234,Cartão de Crédito,12429.53,Aprovado
1235,1235,Pix,4339.94,Aprovado
1236,1236,Cartão de Crédito,758.72,Aprovado
1237,1237,Pix,14342.62,Aprovado
1238,1238,Cartão de Crédito,3281.72,Aprovado
1239,1239,Cartão de Crédito,3006.5,Aprovado
1240,1240,Pix,6696.64,Aprovado
1241,1241,Cartão de Crédito,17727.18,Aprovado
1242,1242,Pix,915.4,Aprovado
1243,1243,Cartão de Crédito,5932.47,Aprovado
1244,1244,Pix,6119.58,Aprovado
1245,1245,Pix,6806.6,Aprovado
